OBJECTID,ASSETID,CONDITION,TYPE,Roadname,SECTIONID,Length (ft),Length (mi),BACKIMAGE,VIEWER,IntVIEWER
4553,SW4560,GOOD,CONCRETE,S College Mall RD,t4352,560.33,0.106,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_002361.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2361,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2361
4552,SW4559,POOR,CONCRETE,S College Mall RD,t4352,425.3,0.081,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_002331.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2331,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2331
4623,SW4630,GOOD,ASPHALT,S College Mall RD,t4428,173.67,0.033,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000037.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/37,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/37
4624,SW4631,GOOD,ASPHALT,S College Mall RD,t4428,478.68,0.091,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000040.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/40,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/40
4620,SW4627,GOOD,CONCRETE,S College Mall RD,t4428,74.53,0.014,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_004858.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/4858,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/4858
4621,SW4628,GOOD,CONCRETE,S College Mall RD,t4428,30.34,0.006,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000019.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/19,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/19
4622,SW4629,GOOD,CONCRETE,S College Mall RD,t4428,57.95,0.011,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000025.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/25,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/25
4554,SW4561,FAIR,CONCRETE,S College Mall RD,t4428,236.93,0.045,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_002399.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2399,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2399
4555,SW4562,FAIR,CONCRETE,S College Mall RD,t4428,690.87,0.131,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_002441.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2441,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2441
4556,SW4563,GOOD,CONCRETE,S College Mall RD,t4429,677.47,0.128,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_002480.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2480,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2480
4557,SW4564,GOOD,CONCRETE,S College Mall RD,t4429,357.55,0.068,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_003244.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3244,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3244
4558,SW4565,GOOD,CONCRETE,S College Mall RD,t4429,267.77,0.051,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_003272.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3272,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3272
520,SW521,GOOD,CONCRETE,S College Mall RD,t4542,119.43,0.023,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_003218.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3218,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3218
521,SW522,GOOD,CONCRETE,S College Mall RD,t4542,242.3,0.046,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_002499.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2499,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2499
522,SW523,GOOD,CONCRETE,S College Mall RD,t4542,74.79,0.014,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_003212.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3212,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3212
523,SW524,GOOD,CONCRETE,S College Mall RD,t4542,35.18,0.007,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_003209.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3209,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3209
524,SW525,GOOD,CONCRETE,S College Mall RD,t4542,97.51,0.018,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_002512.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2512,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2512
525,SW526,GOOD,CONCRETE,S College Mall RD,t4542,26.59,0.005,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_003204.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3204,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3204
2459,SW2462,GOOD,CONCRETE,S Coppertree DR,s3927,27.48,0.005,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_003294.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/3294,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/3294
2460,SW2463,GOOD,CONCRETE,S Coppertree DR,s3927,34.57,0.007,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_002902.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/2902,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/2902
2458,SW2461,GOOD,CONCRETE,S Coppertree DR,t403,34.79,0.007,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_003257.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/3257,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/3257
1297,SW1298,GOOD,CONCRETE,S Coriander CT,rcl960,140.92,0.027,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_001513.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1513,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1513
1298,SW1299,GOOD,CONCRETE,S Coriander CT,rcl960,109.44,0.021,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_001520.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1520,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1520
1294,SW1295,GOOD,CONCRETE,S Coriander CT,rcl966,369.48,0.07,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_002095.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/2095,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/2095
1295,SW1296,GOOD,CONCRETE,S Coriander CT,rcl966,343.49,0.065,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_002111.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/2111,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/2111
2799,SW2802,GOOD,CONCRETE,S Cory LN,rcl1413,99.03,0.019,http://98.103.168.235/Bloomington/120817/1/Back/ladybug_panoramic_001196.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/1/image/1196,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/1/image/1196
2801,SW2804,FAIR,CONCRETE,S Cory LN,rcl1413,106.34,0.02,http://98.103.168.235/Bloomington/120817/1/Back/ladybug_panoramic_001209.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/1/image/1209,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/1/image/1209
2800,SW2803,POOR,CONCRETE,S Cory LN,rcl1413,21.38,0.004,http://98.103.168.235/Bloomington/120817/1/Back/ladybug_panoramic_001202.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/1/image/1202,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/1/image/1202
911,SW912,GOOD,CONCRETE,S Covey LN,r4123,214.8,0.041,http://98.103.168.235/Bloomington/120417/2/Back/ladybug_panoramic_003069.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/2/image/3069,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/2/image/3069
909,SW910,FAIR,CONCRETE,S Covey LN,r4123,51.17,0.01,http://98.103.168.235/Bloomington/120417/2/Back/ladybug_panoramic_003091.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/2/image/3091,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/2/image/3091
910,SW911,FAIR,CONCRETE,S Covey LN,r4123,122.47,0.023,http://98.103.168.235/Bloomington/120417/2/Back/ladybug_panoramic_003096.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/2/image/3096,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/2/image/3096
2340,SW2343,GOOD,CONCRETE,S Creekside CT,rcl551,118.26,0.022,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_001115.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/1115,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/1115
1656,SW1657,GOOD,CONCRETE,S Cricket KNL,v434,259.18,0.049,http://98.103.168.235/Bloomington/120717/3/Back/ladybug_panoramic_004166.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/3/image/4166,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/3/image/4166
6355,SW6392,GOOD,CONCRETE,S Cricket KNL,v434,241.61,0.046,http://98.103.168.235/Bloomington/120717/3/Back/ladybug_panoramic_004024.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/3/image/4024,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/3/image/4024
1658,SW1659,GOOD,CONCRETE,S Cricket KNL,v437,324.52,0.061,http://98.103.168.235/Bloomington/120717/3/Back/ladybug_panoramic_003990.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/3/image/3990,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/3/image/3990
1655,SW1656,FAIR,CONCRETE,S Cricket KNL,v437,325.88,0.062,http://98.103.168.235/Bloomington/120717/3/Back/ladybug_panoramic_004214.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/3/image/4214,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/3/image/4214
646,SW647,GOOD,CONCRETE,S Curry PIKE,l412,188.72,0.036,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_001331.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1331,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1331
5752,SW5761,FAIR,CONCRETE,S Curry PIKE,l412,23.83,0.005,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_001319.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1319,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1319
5753,SW5762,FAIR,CONCRETE,S Curry PIKE,l412,6.93,0.001,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_001332.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1332,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1332
643,SW644,GOOD,CONCRETE,S Curry PIKE,l4212,135.18,0.026,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_001503.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1503,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1503
644,SW645,FAIR,CONCRETE,S Curry PIKE,l4212,55.95,0.011,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_001496.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1496,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1496
645,SW646,FAIR,CONCRETE,S Curry PIKE,l4212,225.94,0.043,http://98.103.168.235/Bloomington/120217/1/Back/ladybug_panoramic_001484.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1484,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/1/image/1484
875,SW876,GOOD,CONCRETE,S Curry PIKE,l4525,51.02,0.01,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_001456.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/1456,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/1456
876,SW877,GOOD,CONCRETE,S Curry PIKE,l4525,67.37,0.013,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_001441.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/1441,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/1441
877,SW878,GOOD,CONCRETE,S Curry PIKE,l4525,30.69,0.006,http://98.103.168.235/Bloomington/121317/3/Back/ladybug_panoramic_001450.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/3/image/1450,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/3/image/1450
785,SW786,GOOD,CONCRETE,S Cutter CT,rcl270,134.7,0.026,http://98.103.168.235/Bloomington/120517/5/Back/ladybug_panoramic_001154.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/5/image/1154,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/5/image/1154
786,SW787,GOOD,CONCRETE,S Cutter CT,rcl270,136.89,0.026,http://98.103.168.235/Bloomington/120517/5/Back/ladybug_panoramic_001182.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/5/image/1182,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/5/image/1182
5791,SW5800,FAIR,CONCRETE,S Cutter CT,rcl270,31.64,0.006,http://98.103.168.235/Bloomington/120517/5/Back/ladybug_panoramic_001172.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/5/image/1172,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/5/image/1172
2360,SW2363,GOOD,CONCRETE,S Dale CT,rcl11,828.99,0.157,http://98.103.168.235/Bloomington/120417/3/Back/ladybug_panoramic_003824.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/3/image/3824,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/3/image/3824
2362,SW2365,GOOD,CONCRETE,S Dale CT,rcl11,751.29,0.142,http://98.103.168.235/Bloomington/120417/3/Back/ladybug_panoramic_003831.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/3/image/3831,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/3/image/3831
5972,SW5981,FAIR,CONCRETE,S Dale CT,rcl11,65.89,0.012,http://98.103.168.235/Bloomington/120417/3/Back/ladybug_panoramic_003882.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/3/image/3882,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/3/image/3882
