OBJECTID,ASSETID,CONDITION,TYPE,Roadname,SECTIONID,Length (ft),Length (mi),BACKIMAGE,VIEWER,IntVIEWER
2482,SW2485,GOOD,CONCRETE,S Claybridge DR,rcl922,180.74,0.034,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_004381.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4381,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4381
6167,SW6188,FAIR,CONCRETE,S Claybridge DR,rcl922,157.34,0.03,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_004622.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4622,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4622
2495,SW2498,GOOD,CONCRETE,S Claybridge DR,rcl923,19.16,0.004,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_004431.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4431,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4431
2483,SW2486,FAIR,CONCRETE,S Claybridge DR,rcl923,428.51,0.081,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_004586.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4586,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4586
2493,SW2496,FAIR,CONCRETE,S Claybridge DR,rcl923,324.38,0.061,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_004406.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4406,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4406
6029,SW6038,FAIR,CONCRETE,S Claybridge DR,rcl923,23.04,0.004,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_004429.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4429,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4429
2480,SW2483,GOOD,CONCRETE,S Claybridge DR,rcl926,304.88,0.058,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_004478.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4478,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4478
2496,SW2499,GOOD,CONCRETE,S Claybridge DR,rcl926,320.35,0.061,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_004574.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4574,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4574
2479,SW2482,GOOD,CONCRETE,S Claybridge DR,rcl930,311.73,0.059,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_004501.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4501,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4501
2552,SW2555,GOOD,CONCRETE,S Claybridge DR,rcl930,336.18,0.064,http://98.103.168.235/Bloomington/120217/2/Back/ladybug_panoramic_004550.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4550,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/2/image/4550
4767,SW4774,GOOD,CONCRETE,S Clifton AVE,s4517,133.9,0.025,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_004233.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4233,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4233
4769,SW4776,GOOD,CONCRETE,S Clifton AVE,s4517,137.37,0.026,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_003385.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/3385,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/3385
4768,SW4775,FAIR,CONCRETE,S Clifton AVE,s4517,54.96,0.01,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_004227.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4227,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4227
1037,SW1038,GOOD,CONCRETE,S Cobble Creek CIR,rcl1191,135.21,0.026,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_001052.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1052,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1052
1038,SW1039,GOOD,CONCRETE,S Cobble Creek CIR,rcl1191,94.09,0.018,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_001062.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1062,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1062
1051,SW1052,GOOD,CONCRETE,S Cobble Creek CIR,rcl1191,281.21,0.053,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_001018.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1018,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1018
1041,SW1042,GOOD,CONCRETE,S Cobble Creek CIR,rcl1192,129.22,0.024,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_001110.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1110,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1110
1042,SW1043,GOOD,CONCRETE,S Cobble Creek CIR,rcl1192,284.53,0.054,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_001112.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1112,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1112
1043,SW1044,GOOD,CONCRETE,S Cobble Creek CIR,rcl1192,212.39,0.04,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_001128.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1128,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1128
1050,SW1051,GOOD,CONCRETE,S Cobble Creek CIR,rcl1192,430.65,0.082,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_000994.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/994,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/994
6259,SW6287,GOOD,CONCRETE,S Cobble Creek CIR,rcl1192,116.73,0.022,http://98.103.168.235/Bloomington/120417/1/Back/ladybug_panoramic_001010.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1010,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/1/image/1010
1554,SW1555,GOOD,CONCRETE,S Coleman CT,rcl1349,93.23,0.018,http://98.103.168.235/Bloomington/120417/3/Back/ladybug_panoramic_002703.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/3/image/2703,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/3/image/2703
1555,SW1556,GOOD,CONCRETE,S Coleman CT,rcl1349,113.64,0.022,http://98.103.168.235/Bloomington/120417/3/Back/ladybug_panoramic_002713.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/3/image/2713,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/3/image/2713
3245,SW3252,GOOD,CONCRETE,S College AVE,q4441,142.01,0.027,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_002573.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/2573,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/2573
284,SW284,GOOD,CONCRETE,S College AVE,q4442,242.93,0.046,http://98.103.168.235/Bloomington/120517/2/Back/ladybug_panoramic_003837.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/2/image/3837,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/2/image/3837
285,SW285,GOOD,CONCRETE,S College AVE,q4442,20.31,0.004,http://98.103.168.235/Bloomington/120517/2/Back/ladybug_panoramic_003819.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/2/image/3819,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/2/image/3819
2889,SW2892,GOOD,CONCRETE,S College AVE,q4442,20.87,0.004,http://98.103.168.235/Bloomington/120817/1/Back/ladybug_panoramic_004543.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/1/image/4543,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/1/image/4543
4815,SW4822,GOOD,CONCRETE,S College AVE,q4442,38.32,0.007,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000627.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/627,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/627
4816,SW4823,GOOD,CONCRETE,S College AVE,q4442,68.75,0.013,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000632.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/632,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/632
4814,SW4821,FAIR,CONCRETE,S College AVE,q4442,167.91,0.032,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000613.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/613,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/613
4817,SW4824,FAIR,CONCRETE,S College AVE,q4442,115.83,0.022,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000642.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/642,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/642
281,SW281,GOOD,CONCRETE,S College AVE,q4443,45.05,0.009,http://98.103.168.235/Bloomington/120517/2/Back/ladybug_panoramic_003782.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/2/image/3782,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/2/image/3782
282,SW282,GOOD,CONCRETE,S College AVE,q4443,25,0.005,http://98.103.168.235/Bloomington/120517/2/Back/ladybug_panoramic_003779.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/2/image/3779,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/2/image/3779
283,SW283,GOOD,CONCRETE,S College AVE,q4443,66.94,0.013,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_001196.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/1196,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/1196
4812,SW4819,GOOD,CONCRETE,S College AVE,q4443,391.85,0.074,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000569.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/569,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/569
4813,SW4820,FAIR,CONCRETE,S College AVE,q4443,243.83,0.046,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000608.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/608,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/608
280,SW280,GOOD,CONCRETE,S College AVE,q4444,507.71,0.096,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004209.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4209,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4209
4809,SW4816,GOOD,CONCRETE,S College AVE,q4444,257.31,0.049,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000524.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/524,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/524
4810,SW4817,GOOD,CONCRETE,S College AVE,q4444,120.58,0.023,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000546.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/546,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/546
4811,SW4818,GOOD,CONCRETE,S College AVE,q4444,282.43,0.053,http://98.103.168.235/Bloomington/120317/1/Back/ladybug_panoramic_003756.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/1/image/3756,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/1/image/3756
278,SW278,GOOD,CONCRETE,S College AVE,q4562,91.15,0.017,http://98.103.168.235/Bloomington/120517/2/Back/ladybug_panoramic_003708.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/2/image/3708,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/2/image/3708
279,SW279,GOOD,CONCRETE,S College AVE,q4562,91.18,0.017,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004209.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4209,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4209
4806,SW4813,GOOD,CONCRETE,S College AVE,q4562,129.87,0.025,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000506.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/506,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/506
4807,SW4814,GOOD,CONCRETE,S College AVE,q4562,72.57,0.014,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000509.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/509,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/509
4808,SW4815,GOOD,CONCRETE,S College AVE,q4562,72.05,0.014,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000518.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/518,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/518
277,SW277,FAIR,CONCRETE,S College AVE,q4562,339.9,0.064,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_003034.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/3034,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/3034
240,SW240,GOOD,CONCRETE,S College AVE,q4563,133.67,0.025,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_001832.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/1832,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/1832
241,SW241,GOOD,CONCRETE,S College AVE,q4563,68.09,0.013,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_001837.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/1837,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/1837
242,SW242,GOOD,CONCRETE,S College AVE,q4563,31.25,0.006,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_002852.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/2852,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/2852
4805,SW4812,FAIR,CONCRETE,S College AVE,q4563,70.65,0.013,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000488.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/488,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/488
4804,SW4811,POOR,CONCRETE,S College AVE,q4563,166.4,0.032,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000480.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/480,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/480
238,SW238,GOOD,BRICK,S College AVE,q4564,145.96,0.028,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_001814.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/1814,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/1814
239,SW239,GOOD,CONCRETE,S College AVE,q4564,141.47,0.027,http://98.103.168.235/Bloomington/121217/3/Back/ladybug_panoramic_003736.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/3/image/3736,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/3/image/3736
4802,SW4809,GOOD,CONCRETE,S College AVE,q4564,115.63,0.022,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000461.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/461,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/461
4803,SW4810,GOOD,CONCRETE,S College AVE,q4564,134.64,0.025,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000470.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/470,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/470
4819,SW4826,GOOD,CONCRETE,S College AVE,rcl486,54.19,0.01,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000655.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/655,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/655
286,SW286,GOOD,CONCRETE,S College AVE,rcl487,172.74,0.033,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_003053.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/3053,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/3053
3275,SW3282,GOOD,CONCRETE,S College AVE,rcl487,89.42,0.017,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000663.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/663,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/663
4821,SW4828,GOOD,CONCRETE,S College AVE,rcl487,123.2,0.023,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000682.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/682,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/682
4820,SW4827,FAIR,CONCRETE,S College AVE,rcl487,86.22,0.016,http://98.103.168.235/Bloomington/120517/1/Back/ladybug_panoramic_000668.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/1/image/668,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/1/image/668
4818,SW4825,GOOD,CONCRETE,S College AVE,rcl492,55.85,0.011,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_002571.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/2571,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/2571
4627,SW4634,GOOD,ASPHALT,S College Mall RD,rcl38,292.71,0.055,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000163.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/163,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/163
4628,SW4635,GOOD,ASPHALT,S College Mall RD,rcl38,142,0.027,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000174.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/174,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/174
4549,SW4556,GOOD,CONCRETE,S College Mall RD,rcl38,372.5,0.071,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_002224.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2224,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2224
4626,SW4633,GOOD,CONCRETE,S College Mall RD,rcl38,138.74,0.026,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000140.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/140,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/140
4629,SW4636,GOOD,CONCRETE,S College Mall RD,rcl38,79.95,0.015,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000177.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/177,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/177
4630,SW4637,GOOD,CONCRETE,S College Mall RD,rcl38,383.36,0.073,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000183.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/183,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/183
4631,SW4638,GOOD,CONCRETE,S College Mall RD,rcl38,9.91,0.002,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000208.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/208,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/208
4632,SW4639,GOOD,CONCRETE,S College Mall RD,rcl38,522.76,0.099,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000210.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/210,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/210
4550,SW4557,FAIR,CONCRETE,S College Mall RD,rcl38,581.65,0.11,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_002266.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2266,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2266
4551,SW4558,FAIR,CONCRETE,S College Mall RD,rcl38,561.64,0.106,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_002306.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2306,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/2306
4625,SW4632,GOOD,ASPHALT,S College Mall RD,t4352,1050.38,0.199,http://98.103.168.235/Bloomington/120217/4/Back/ladybug_panoramic_000093.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/4/image/93,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/4/image/93
